CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;MUNICÍPIO;REGIÃO DE SAÚDE;COMPETÊNCIA;INDICADOR;TER REALIZADO A 1ª CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O), ATÉ O 30º DIA DE VIDA ;TER PELO MENOS 09 CONSULTAS POR MÉDICA(O) OU ENFERMEIRA(O) ATÉ DOIS ANOS DE VIDA ;TER PELO MENOS 09 REGISTROS DE PESO E ALTURA ATÉ OS DOIS ANOS DE VIDA;TER RECEBIDO PELO MENOS 02 VISITAS DOMICILIARES REALIZADAS POR ACS/TACS, SENDO A PRIMEIRA ATÉ OS PRIMEIROS 30 DIAS DE VIDA E A SEGUNDA ATÉ OS 06 MESES DE VIDA;TER SIDO VACINADA CONTRA DIFTERIA, TÉTANO, COQUELUCHE, HEPATITE B, INFECÇÕES CAUSADAS POR HAEMOPHILUS INFLUENZAE TIPO B, POLIOMIELITE, SARAMPO, CAXUMBA E RUBÉOLA, COM TODAS AS DOSES RECOMENDADAS;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA CRIANÇAS DE ATÉ 2 ANOS VINCULADAS À EQUIPE;NÚMERO TOTAL DE CRIANÇAS DE ATÉ 2 ANOS VINCULADAS À EQUIPE;PONTUAÇÃO
3015548;USF PLATILDE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000006009;ESF PLATILDE OLIVEIRA I;eSF;Rio Branco;Baixo Acre;Dezembro;Desenvolvimento Infantil;6;3;3;1;1;280;16;17,50
2001845;USF BELO JARDIM I;CENTRO DE SAUDE/UNIDADE BASICA;0000005711;ESF BELO JARDIM I;eSF;Rio Branco;Baixo Acre;Dezembro;Desenvolvimento Infantil;6;0;0;3;3;240;14;17,14
2003015;USF JOSE GOMES DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000005797;ESF JOSE GOMES;eSF;Rio Branco;Baixo Acre;Dezembro;Desenvolvimento Infantil;13;5;0;3;11;640;47;13,62
7799632;URAP VALDEISA VALDEZ;CENTRO DE SAUDE/UNIDADE BASICA;0002233320;EAP VALDEISA VALDEZ;eAP;Rio Branco;Baixo Acre;Dezembro;Desenvolvimento Infantil;0;0;0;0;0;0;0;0,00
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0000005835;ESF CADEIA VELHA I;eSF;Rio Branco;Baixo Acre;Dezembro;Desenvolvimento Infantil;7;1;1;3;7;380;20;19,00
2001810;USF MARIA DE JESUS;CENTRO DE SAUDE/UNIDADE BASICA;0001547216;ESF MARIA DE JESUS I;eSF;Rio Branco;Baixo Acre;Dezembro;Desenvolvimento Infantil;4;2;1;1;1;180;7;25,71
2001713;USF DEUSIMAR PINHEIRO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002148609;ESF DEUSIMAR PINHEIRO II;eSF;Rio Branco;Baixo Acre;Dezembro;Desenvolvimento Infantil;4;0;0;2;2;160;8;20,00
2001829;USF BENFICA;CENTRO DE SAUDE/UNIDADE BASICA;0000005681;ESF BENFICA I;eSF;Rio Branco;Baixo Acre;Dezembro;Desenvolvimento Infantil;2;1;0;0;5;160;15;10,67
3331946;USF MARIA SEBASTIANA;CENTRO DE SAUDE/UNIDADE BASICA;0000006130;ESF MARIA SEBASTIANA;eSF;Rio Branco;Baixo Acre;Dezembro;Desenvolvimento Infantil;16;0;0;3;7;520;49;10,61
2001306;URAP DRA CLAUDIA VITORINO;CENTRO DE SAUDE/UNIDADE BASICA;0002105993;EAP CLAUDIA VITORINO;eAP;Rio Branco;Baixo Acre;Dezembro;Desenvolvimento Infantil;0;0;0;0;0;0;0;0,00
2000520;URAP FRANCISCO BACURAU VIEIRA NUNES;CENTRO DE SAUDE/UNIDADE BASICA;0002106043;EAP FRANCISCO BACURAU;eAP;Rio Branco;Baixo Acre;Dezembro;Desenvolvimento Infantil;0;0;0;0;0;0;0;0,00
0818704;UNIDADE BASICA DJALMA GOMES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002279150;EQUIPE PSF LUZEIRO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Janeiro;Desenvolvimento Infantil;14;0;3;6;7;600;18;33,33
7448627;UNIDADE BASICA JOSINA DE OLIVEIRA MOURA;CENTRO DE SAUDE/UNIDADE BASICA;0000006319;PSF NOVA CINTRA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Janeiro;Desenvolvimento Infantil;12;1;0;3;4;400;22;18,18
7240155;UNIDADE BASICA EUTALIA PAULA OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001490834;PSF SAO FRANCISCO 2;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Janeiro;Desenvolvimento Infantil;25;3;0;3;14;900;41;21,95
4894618;UNIDADE BASICA DE SAUDE RENATO LEITE;CENTRO DE SAUDE/UNIDADE BASICA;0000006270;PSF URBANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Janeiro;Desenvolvimento Infantil;18;3;2;4;6;660;27;24,44
0449237;UNIDADE BASICA FLUVIAL TEREZINHA LOPES;UNIDADE MOVEL FLUVIAL;0000006254;EQUIPE UBS FLUVIAL;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Janeiro;Desenvolvimento Infantil;4;1;0;0;1;120;8;15,00
9402713;UNIDADE BASICA NOEMI DO CARMO MATOS;CENTRO DE SAUDE/UNIDADE BASICA;0001642502;SAUDE FAMILIA FOZ DO PARANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Janeiro;Desenvolvimento Infantil;12;2;0;2;13;580;31;18,71
0043303;UNIDADE BASICA JOAO SANTOS DE ALENCAR;CENTRO DE SAUDE/UNIDADE BASICA;0000006297;SAO JERONIMO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Janeiro;Desenvolvimento Infantil;17;1;0;0;14;640;47;13,62
0783722;UNIDADE BASICA JOSE SOUZA CORREIA;CENTRO DE SAUDE/UNIDADE BASICA;0002279169;EQUIPE PSF PUCALPA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Janeiro;Desenvolvimento Infantil;2;0;0;2;2;120;6;20,00
7240155;UNIDADE BASICA EUTALIA PAULA OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000006289;PSF SAO FRANCISCO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Janeiro;Desenvolvimento Infantil;19;4;3;4;6;720;26;27,69
0818704;UNIDADE BASICA DJALMA GOMES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002279150;EQUIPE PSF LUZEIRO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Fevereiro;Desenvolvimento Infantil;14;0;3;6;7;600;18;33,33
7448627;UNIDADE BASICA JOSINA DE OLIVEIRA MOURA;CENTRO DE SAUDE/UNIDADE BASICA;0000006319;PSF NOVA CINTRA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Fevereiro;Desenvolvimento Infantil;11;1;0;3;3;360;20;18,00
7240155;UNIDADE BASICA EUTALIA PAULA OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001490834;PSF SAO FRANCISCO 2;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Fevereiro;Desenvolvimento Infantil;24;3;0;3;12;840;39;21,54
4894618;UNIDADE BASICA DE SAUDE RENATO LEITE;CENTRO DE SAUDE/UNIDADE BASICA;0000006270;PSF URBANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Fevereiro;Desenvolvimento Infantil;19;3;2;5;7;720;31;23,23
0449237;UNIDADE BASICA FLUVIAL TEREZINHA LOPES;UNIDADE MOVEL FLUVIAL;0000006254;EQUIPE UBS FLUVIAL;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Fevereiro;Desenvolvimento Infantil;4;1;0;0;1;120;8;15,00
9402713;UNIDADE BASICA NOEMI DO CARMO MATOS;CENTRO DE SAUDE/UNIDADE BASICA;0001642502;SAUDE FAMILIA FOZ DO PARANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Fevereiro;Desenvolvimento Infantil;12;2;0;2;13;580;32;18,13
0043303;UNIDADE BASICA JOAO SANTOS DE ALENCAR;CENTRO DE SAUDE/UNIDADE BASICA;0000006297;SAO JERONIMO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Fevereiro;Desenvolvimento Infantil;18;1;0;0;13;640;45;14,22
0783722;UNIDADE BASICA JOSE SOUZA CORREIA;CENTRO DE SAUDE/UNIDADE BASICA;0002279169;EQUIPE PSF PUCALPA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Fevereiro;Desenvolvimento Infantil;1;0;0;2;2;100;5;20,00
7240155;UNIDADE BASICA EUTALIA PAULA OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000006289;PSF SAO FRANCISCO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Fevereiro;Desenvolvimento Infantil;19;4;3;5;6;740;26;28,46
0818704;UNIDADE BASICA DJALMA GOMES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002279150;EQUIPE PSF LUZEIRO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Março;Desenvolvimento Infantil;14;0;3;6;7;600;18;33,33
7448627;UNIDADE BASICA JOSINA DE OLIVEIRA MOURA;CENTRO DE SAUDE/UNIDADE BASICA;0000006319;PSF NOVA CINTRA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Março;Desenvolvimento Infantil;11;1;0;3;4;380;19;20,00
7240155;UNIDADE BASICA EUTALIA PAULA OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001490834;PSF SAO FRANCISCO 2;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Março;Desenvolvimento Infantil;25;3;0;3;12;860;43;20,00
4894618;UNIDADE BASICA DE SAUDE RENATO LEITE;CENTRO DE SAUDE/UNIDADE BASICA;0000006270;PSF URBANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Março;Desenvolvimento Infantil;16;3;2;5;6;640;32;20,00
0449237;UNIDADE BASICA FLUVIAL TEREZINHA LOPES;UNIDADE MOVEL FLUVIAL;0000006254;EQUIPE UBS FLUVIAL;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Março;Desenvolvimento Infantil;4;1;0;0;1;120;7;17,14
9402713;UNIDADE BASICA NOEMI DO CARMO MATOS;CENTRO DE SAUDE/UNIDADE BASICA;0001642502;SAUDE FAMILIA FOZ DO PARANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Março;Desenvolvimento Infantil;12;2;0;2;12;560;32;17,50
0043303;UNIDADE BASICA JOAO SANTOS DE ALENCAR;CENTRO DE SAUDE/UNIDADE BASICA;0000006297;SAO JERONIMO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Março;Desenvolvimento Infantil;19;1;0;0;11;620;44;14,09
0783722;UNIDADE BASICA JOSE SOUZA CORREIA;CENTRO DE SAUDE/UNIDADE BASICA;0002279169;EQUIPE PSF PUCALPA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Março;Desenvolvimento Infantil;1;0;2;2;2;140;5;28,00
7240155;UNIDADE BASICA EUTALIA PAULA OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000006289;PSF SAO FRANCISCO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Março;Desenvolvimento Infantil;21;4;3;5;6;780;27;28,89
0818704;UNIDADE BASICA DJALMA GOMES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002279150;EQUIPE PSF LUZEIRO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Abril;Desenvolvimento Infantil;13;0;4;6;6;580;16;36,25
7448627;UNIDADE BASICA JOSINA DE OLIVEIRA MOURA;CENTRO DE SAUDE/UNIDADE BASICA;0000006319;PSF NOVA CINTRA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Abril;Desenvolvimento Infantil;11;1;0;3;4;380;19;20,00
7240155;UNIDADE BASICA EUTALIA PAULA OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001490834;PSF SAO FRANCISCO 2;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Abril;Desenvolvimento Infantil;23;3;0;4;9;780;35;22,29
4894618;UNIDADE BASICA DE SAUDE RENATO LEITE;CENTRO DE SAUDE/UNIDADE BASICA;0000006270;PSF URBANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Abril;Desenvolvimento Infantil;20;2;2;6;12;840;44;19,09
4894618;UNIDADE BASICA DE SAUDE RENATO LEITE;CENTRO DE SAUDE/UNIDADE BASICA;0000006254;EQUIPE PSF RENATO LEITE 2;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Abril;Desenvolvimento Infantil;5;1;0;0;1;140;9;15,56
9402713;UNIDADE BASICA NOEMI DO CARMO MATOS;CENTRO DE SAUDE/UNIDADE BASICA;0001642502;SAUDE FAMILIA FOZ DO PARANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Abril;Desenvolvimento Infantil;12;1;0;1;10;480;31;15,48
0043303;UNIDADE BASICA JOAO SANTOS DE ALENCAR;CENTRO DE SAUDE/UNIDADE BASICA;0000006297;SAO JERONIMO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Abril;Desenvolvimento Infantil;21;1;0;0;8;600;45;13,33
4608844;UNIDADE BASICA CRISTINA CHAGAS DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0002279169;EQUIPE PSF GLEBA PARANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Abril;Desenvolvimento Infantil;0;0;0;0;0;0;0;0,00
7240155;UNIDADE BASICA EUTALIA PAULA OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000006289;PSF SAO FRANCISCO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Abril;Desenvolvimento Infantil;23;4;4;6;8;900;29;31,03
0818704;UNIDADE BASICA DJALMA GOMES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002279150;EQUIPE PSF LUZEIRO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Maio;Desenvolvimento Infantil;12;0;4;6;6;560;15;37,33
7448627;UNIDADE BASICA JOSINA DE OLIVEIRA MOURA;CENTRO DE SAUDE/UNIDADE BASICA;0000006319;PSF NOVA CINTRA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Maio;Desenvolvimento Infantil;11;1;0;3;3;360;19;18,95
7240155;UNIDADE BASICA EUTALIA PAULA OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001490834;PSF SAO FRANCISCO 2;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Maio;Desenvolvimento Infantil;15;2;0;3;6;520;26;20,00
4894618;UNIDADE BASICA DE SAUDE RENATO LEITE;CENTRO DE SAUDE/UNIDADE BASICA;0000006270;PSF URBANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Maio;Desenvolvimento Infantil;21;1;1;7;11;820;47;17,45
4894618;UNIDADE BASICA DE SAUDE RENATO LEITE;CENTRO DE SAUDE/UNIDADE BASICA;0000006254;EQUIPE PSF RENATO LEITE 2;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Maio;Desenvolvimento Infantil;5;1;0;0;1;140;8;17,50
9402713;UNIDADE BASICA NOEMI DO CARMO MATOS;CENTRO DE SAUDE/UNIDADE BASICA;0001642502;SAUDE FAMILIA FOZ DO PARANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Maio;Desenvolvimento Infantil;12;1;0;1;9;460;30;15,33
0043303;UNIDADE BASICA JOAO SANTOS DE ALENCAR;CENTRO DE SAUDE/UNIDADE BASICA;0000006297;SAO JERONIMO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Maio;Desenvolvimento Infantil;20;1;0;0;7;560;43;13,02
4608844;UNIDADE BASICA CRISTINA CHAGAS DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0002279169;EQUIPE PSF GLEBA PARANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Maio;Desenvolvimento Infantil;0;0;0;0;1;20;1;20,00
7240155;UNIDADE BASICA EUTALIA PAULA OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000006289;PSF SAO FRANCISCO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Maio;Desenvolvimento Infantil;27;4;4;6;8;980;34;28,82
0818704;UNIDADE BASICA DJALMA GOMES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002279150;EQUIPE PSF LUZEIRO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Junho;Desenvolvimento Infantil;12;0;6;6;7;620;16;38,75
7448627;UNIDADE BASICA JOSINA DE OLIVEIRA MOURA;CENTRO DE SAUDE/UNIDADE BASICA;0000006319;PSF NOVA CINTRA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Junho;Desenvolvimento Infantil;11;1;1;3;4;400;19;21,05
7240155;UNIDADE BASICA EUTALIA PAULA OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001490834;PSF SAO FRANCISCO 2;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Junho;Desenvolvimento Infantil;16;3;0;3;6;560;24;23,33
4894618;UNIDADE BASICA DE SAUDE RENATO LEITE;CENTRO DE SAUDE/UNIDADE BASICA;0000006270;PSF URBANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Junho;Desenvolvimento Infantil;22;1;1;8;12;880;50;17,60
4894618;UNIDADE BASICA DE SAUDE RENATO LEITE;CENTRO DE SAUDE/UNIDADE BASICA;0000006254;EQUIPE PSF RENATO LEITE 2;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Junho;Desenvolvimento Infantil;3;1;0;0;1;100;6;16,67
9402713;UNIDADE BASICA NOEMI DO CARMO MATOS;CENTRO DE SAUDE/UNIDADE BASICA;0001642502;SAUDE FAMILIA FOZ DO PARANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Junho;Desenvolvimento Infantil;12;1;0;1;12;520;31;16,77
0043303;UNIDADE BASICA JOAO SANTOS DE ALENCAR;CENTRO DE SAUDE/UNIDADE BASICA;0000006297;SAO JERONIMO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Junho;Desenvolvimento Infantil;21;0;0;0;8;580;48;12,08
4608844;UNIDADE BASICA CRISTINA CHAGAS DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0002279169;EQUIPE PSF GLEBA PARANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Junho;Desenvolvimento Infantil;0;0;0;0;1;20;1;20,00
7240155;UNIDADE BASICA EUTALIA PAULA OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000006289;PSF SAO FRANCISCO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Junho;Desenvolvimento Infantil;26;4;4;6;7;940;32;29,38
0818704;UNIDADE BASICA DJALMA GOMES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002279150;EQUIPE PSF LUZEIRO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Julho;Desenvolvimento Infantil;14;1;5;6;6;640;17;37,65
7448627;UNIDADE BASICA JOSINA DE OLIVEIRA MOURA;CENTRO DE SAUDE/UNIDADE BASICA;0000006319;PSF NOVA CINTRA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Julho;Desenvolvimento Infantil;9;0;1;3;4;340;17;20,00
7240155;UNIDADE BASICA EUTALIA PAULA OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001490834;PSF SAO FRANCISCO 2;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Julho;Desenvolvimento Infantil;17;3;0;3;6;580;24;24,17
4894618;UNIDADE BASICA DE SAUDE RENATO LEITE;CENTRO DE SAUDE/UNIDADE BASICA;0000006270;PSF URBANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Julho;Desenvolvimento Infantil;22;1;1;9;11;880;49;17,96
4894618;UNIDADE BASICA DE SAUDE RENATO LEITE;CENTRO DE SAUDE/UNIDADE BASICA;0000006254;EQUIPE PSF RENATO LEITE 2;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Julho;Desenvolvimento Infantil;2;1;0;0;1;80;5;16,00
9402713;UNIDADE BASICA NOEMI DO CARMO MATOS;CENTRO DE SAUDE/UNIDADE BASICA;0001642502;SAUDE FAMILIA FOZ DO PARANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Julho;Desenvolvimento Infantil;12;1;0;2;12;540;32;16,88
0043303;UNIDADE BASICA JOAO SANTOS DE ALENCAR;CENTRO DE SAUDE/UNIDADE BASICA;0000006297;SAO JERONIMO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Julho;Desenvolvimento Infantil;19;0;0;0;8;540;43;12,56
4608844;UNIDADE BASICA CRISTINA CHAGAS DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0002279169;EQUIPE PSF GLEBA PARANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Julho;Desenvolvimento Infantil;1;0;0;1;1;60;3;20,00
7240155;UNIDADE BASICA EUTALIA PAULA OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000006289;PSF SAO FRANCISCO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Julho;Desenvolvimento Infantil;25;3;3;6;8;900;31;29,03
0818704;UNIDADE BASICA DJALMA GOMES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002279150;EQUIPE PSF LUZEIRO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Agosto;Desenvolvimento Infantil;14;1;9;8;6;760;20;38,00
7448627;UNIDADE BASICA JOSINA DE OLIVEIRA MOURA;CENTRO DE SAUDE/UNIDADE BASICA;0000006319;PSF NOVA CINTRA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Agosto;Desenvolvimento Infantil;9;0;2;3;2;320;13;24,62
7240155;UNIDADE BASICA EUTALIA PAULA OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001490834;PSF SAO FRANCISCO 2;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Agosto;Desenvolvimento Infantil;17;3;0;3;6;580;23;25,22
4894618;UNIDADE BASICA DE SAUDE RENATO LEITE;CENTRO DE SAUDE/UNIDADE BASICA;0000006270;PSF URBANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Agosto;Desenvolvimento Infantil;22;1;1;10;7;820;47;17,45
4894618;UNIDADE BASICA DE SAUDE RENATO LEITE;CENTRO DE SAUDE/UNIDADE BASICA;0000006254;EQUIPE PSF RENATO LEITE 2;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Agosto;Desenvolvimento Infantil;3;1;0;0;1;100;5;20,00
9402713;UNIDADE BASICA NOEMI DO CARMO MATOS;CENTRO DE SAUDE/UNIDADE BASICA;0001642502;SAUDE FAMILIA FOZ DO PARANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Agosto;Desenvolvimento Infantil;11;0;0;1;10;440;32;13,75
0043303;UNIDADE BASICA JOAO SANTOS DE ALENCAR;CENTRO DE SAUDE/UNIDADE BASICA;0000006297;SAO JERONIMO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Agosto;Desenvolvimento Infantil;17;0;1;0;8;520;33;15,76
4608844;UNIDADE BASICA CRISTINA CHAGAS DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0002279169;EQUIPE PSF GLEBA PARANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Agosto;Desenvolvimento Infantil;1;0;0;1;1;60;3;20,00
7240155;UNIDADE BASICA EUTALIA PAULA OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000006289;PSF SAO FRANCISCO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Agosto;Desenvolvimento Infantil;23;2;1;5;6;740;28;26,43
0818704;UNIDADE BASICA DJALMA GOMES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002279150;EQUIPE PSF LUZEIRO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Setembro;Desenvolvimento Infantil;18;1;10;8;6;860;25;34,40
7448627;UNIDADE BASICA JOSINA DE OLIVEIRA MOURA;CENTRO DE SAUDE/UNIDADE BASICA;0000006319;PSF NOVA CINTRA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Setembro;Desenvolvimento Infantil;9;1;2;3;2;340;14;24,29
7240155;UNIDADE BASICA EUTALIA PAULA OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001490834;PSF SAO FRANCISCO 2;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Setembro;Desenvolvimento Infantil;16;2;0;3;7;560;21;26,67
4894618;UNIDADE BASICA DE SAUDE RENATO LEITE;CENTRO DE SAUDE/UNIDADE BASICA;0000006270;PSF URBANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Setembro;Desenvolvimento Infantil;22;1;1;11;8;860;49;17,55
4894618;UNIDADE BASICA DE SAUDE RENATO LEITE;CENTRO DE SAUDE/UNIDADE BASICA;0000006254;EQUIPE PSF RENATO LEITE 2;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Setembro;Desenvolvimento Infantil;5;1;0;0;2;160;9;17,78
9402713;UNIDADE BASICA NOEMI DO CARMO MATOS;CENTRO DE SAUDE/UNIDADE BASICA;0001642502;SAUDE FAMILIA FOZ DO PARANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Setembro;Desenvolvimento Infantil;13;1;0;1;9;480;33;14,55
0043303;UNIDADE BASICA JOAO SANTOS DE ALENCAR;CENTRO DE SAUDE/UNIDADE BASICA;0000006297;SAO JERONIMO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Setembro;Desenvolvimento Infantil;14;0;1;0;6;420;28;15,00
4608844;UNIDADE BASICA CRISTINA CHAGAS DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0002279169;EQUIPE PSF GLEBA PARANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Setembro;Desenvolvimento Infantil;2;0;0;1;1;80;4;20,00
7240155;UNIDADE BASICA EUTALIA PAULA OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000006289;PSF SAO FRANCISCO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Setembro;Desenvolvimento Infantil;22;3;2;5;4;720;27;26,67
0818704;UNIDADE BASICA DJALMA GOMES DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002279150;EQUIPE PSF LUZEIRO;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Outubro;Desenvolvimento Infantil;17;1;12;8;5;860;26;33,08
7448627;UNIDADE BASICA JOSINA DE OLIVEIRA MOURA;CENTRO DE SAUDE/UNIDADE BASICA;0000006319;PSF NOVA CINTRA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Outubro;Desenvolvimento Infantil;9;1;2;3;3;360;14;25,71
7240155;UNIDADE BASICA EUTALIA PAULA OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001490834;PSF SAO FRANCISCO 2;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Outubro;Desenvolvimento Infantil;17;3;1;4;7;640;22;29,09
4894618;UNIDADE BASICA DE SAUDE RENATO LEITE;CENTRO DE SAUDE/UNIDADE BASICA;0000006270;PSF URBANA;eSF;Rodrigues alves;Juruá/Tarauacá e Envira;Outubro;Desenvolvimento Infantil;25;3;2;11;6;940;50;18,80
