CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;MUNICÍPIO;REGIÃO DE SAÚDE;COMPETÊNCIA;INDICADOR;TER REALIZADO PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O), NOS ÚLTIMOS 6 MESES;TER PELO MENOS 01 REGISTRO DE MEDIÇÃO DA PRESSÃO ARTERIAL, REALIZADO NOS ÚLTIMOS 6 MESES;TER PELO MENOS 02 VISITAS DOMICILIARES POR ACS/TACS, COM INTERVALO MÍNIMO DE 30 DIAS, REALIZADAS NOS ÚLTIMOS 12 MESES ;TER REALIZADO PELO MENOS 01 (UM) REGISTRO DE PESO E ALTURA, NOS ÚLTIMOS 12 MESES;TER PELO MENOS 01 REGISTRO DE HEMOGLOBINA GLICADA, SOLICITADA OU AVALIADA, NOS ÚLTIMOS 12 MESES;TER PELO MENOS 01 REGISTRO DE AVALIAÇÃO DOS PÉS, REALIZADO NOS ÚLTIMOS 15 MESES;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA PESSOAS COM DIABETES VINCULADAS À EQUIPE;NÚMERO TOTAL DE PESSOAS COM DIABETES VINCULADAS À EQUIPE;PONTUAÇÃO
2002809;USF ROSA MARIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005770;ESF ROSA MARIA;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;41;42;35;27;38;0;3.085;49;62,96
3331792;USF MARIA VERONICA;CENTRO DE SAUDE/UNIDADE BASICA;0000006068;ESF MARIA VERONICA I;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;20;14;12;14;16;0;1.310;23;56,96
2000075;POLICLINICA BARRAL Y BARRAL;CENTRO DE SAUDE/UNIDADE BASICA;0002295113;EAP III - BARRAL Y BARRAL;eAP;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;0;0;0;0;0;0;0;0;0,00
2002701;USF MARIA SOFIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005754;ESF MARIA SOFIA;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;47;37;31;44;18;1;3.125;49;63,78
2000830;URAP AUGUSTO HIDALGO DE LIMA;CENTRO DE SAUDE/UNIDADE BASICA;0002233363;EAP AUGUSTO HIDALGO DE LIMA II;eAP;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;0;0;0;0;0;0;0;0;0,00
2000415;URAP SAO FRANCISCO;CENTRO DE SAUDE/UNIDADE BASICA;0002106116;EAP SAO FRANCISCO II;eAP;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;0;0;0;0;0;0;0;0;0,00
6119697;URAP ROZANGELA PIMENTEL FIGUEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0002108933;EAP ROZANGELA PIMENTEL;eAP;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;1;1;1;1;0;0;70;1;70,00
2000075;POLICLINICA BARRAL Y BARRAL;CENTRO DE SAUDE/UNIDADE BASICA;0002295091;EAP I - BARRAL Y BARRAL;eAP;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;1;0;0;1;0;0;40;1;40,00
2000458;USF MARIA DE FATIMA;CENTRO DE SAUDE/UNIDADE BASICA;0000005517;ESF MARIA DE FATIMA I;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;38;22;2;36;36;0;2.380;50;47,60
2003228;USF ANTENOR RAMOS I;CENTRO DE SAUDE/UNIDADE BASICA;0000005878;ESF ANTENOR RAMOS I;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;60;39;6;55;39;1;3.575;81;44,14
7547153;USF MAXIMO DIOGO;CENTRO DE SAUDE/UNIDADE BASICA;0001542486;ESF MAXIMO DIOGO I;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;13;11;6;12;9;0;890;17;52,35
6119697;URAP ROZANGELA PIMENTEL FIGUEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0002058472;ESF ROZANGELA PIMENTEL I;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;20;13;3;11;6;0;950;22;43,18
2003279;USF ANTONIA LIRA FONTINELE DA SILVA BELO JARDIM III;CENTRO DE SAUDE/UNIDADE BASICA;0000005916;ESF BELO JARDIM III;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;64;43;7;49;45;1;3.700;68;54,41
9463208;USF FRANCISCO CARNEIRO TIO CHICO;CENTRO DE SAUDE/UNIDADE BASICA;0001657798;ESF FRANCISCO CARNEIRO TIO CHI;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;60;49;9;51;49;0;3.825;68;56,25
2000806;USF DOUTOR MARIO MAIA;CENTRO DE SAUDE/UNIDADE BASICA;0002058502;ESF CIDADE NOVA I;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;8;4;2;7;5;0;465;10;46,50
2000741;URAP ARY RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;0002133040;ESF BASE;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;7;1;2;8;5;0;420;12;35,00
7060394;USF AGRIPINA LINDOSO;CENTRO DE SAUDE/UNIDADE BASICA;0000006173;ESF AGRIPINA LINDOSO;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;56;20;14;39;34;0;2.920;61;47,87
7818092;USF MANOEL BEZERRA;CENTRO DE SAUDE/UNIDADE BASICA;0001637959;ESF MANOEL BEZERRA II;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;30;13;12;14;25;0;1.630;39;41,79
6119697;URAP ROZANGELA PIMENTEL FIGUEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0002108941;EAP II ROZANGELA PIMENTEL;eAP;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;0;0;0;0;0;0;0;0;0,00
2001306;URAP DRA CLAUDIA VITORINO;CENTRO DE SAUDE/UNIDADE BASICA;0002106086;EAP II CLAUDIA VITORINO;eAP;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;1;1;0;0;0;0;55;1;55,00
2002779;USF SEBASTIANA PRADO ZONA RURAL;CENTRO DE SAUDE/UNIDADE BASICA;0000005762;ESF SEBASTIANA PRADO;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;48;36;19;50;41;0;3.400;60;56,67
7120680;USF ELPIDIO MOREIRA SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0000006211;ESF ELPIDIO MOREIRA SOUZA;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;52;39;6;48;19;0;2.960;60;49,33
2000458;USF MARIA DE FATIMA;CENTRO DE SAUDE/UNIDADE BASICA;0000005789;ESF MARIA DE FATIMA II;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;65;44;12;36;56;0;3.700;77;48,05
7120710;USF GENILSON PINTO DE SOUZA;CENTRO DE SAUDE/UNIDADE BASICA;0000006238;ESF TRIANGULO NOVO;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;20;13;17;23;10;0;1.460;24;60,83
2000482;URAP VILA IVONETE;CENTRO DE SAUDE/UNIDADE BASICA;0001621920;USF VILA IVONETE;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;69;40;55;70;47;1;4.925;89;55,34
2001713;USF DEUSIMAR PINHEIRO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005665;ESF DEUSIMAR PINHEIRO I;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;42;17;5;63;19;1;2.730;70;39,00
2001837;USF SANTA INES;CENTRO DE SAUDE/UNIDADE BASICA;0000005703;ESF SANTA INES I;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;115;68;19;108;107;0;7.370;129;57,13
7547153;USF MAXIMO DIOGO;CENTRO DE SAUDE/UNIDADE BASICA;0000005827;ESF MAXIMO DIOGO II;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;23;18;10;16;7;0;1.305;28;46,61
6119697;URAP ROZANGELA PIMENTEL FIGUEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0002058499;ESF ROZANGELA PIMENTEL II;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;9;1;0;6;5;0;390;9;43,33
0755605;USF BARRO VERMELHO;CENTRO DE SAUDE/UNIDADE BASICA;0002189321;USF BARRO VERMELHO;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;49;22;10;52;32;0;2.980;56;53,21
2001829;USF BENFICA;CENTRO DE SAUDE/UNIDADE BASICA;0002455188;USF BENFICA II;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;20;5;1;9;8;0;790;22;35,91
2001713;USF DEUSIMAR PINHEIRO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002106035;EAP DEUSIMAR PINHEIRO II;eAP;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;0;0;0;0;0;0;0;0;0,00
3331911;USF ANA ROSA ZONA RURAL;CENTRO DE SAUDE/UNIDADE BASICA;0000006122;ESF ANA ROSA;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;69;60;55;50;60;1;5.020;82;61,22
7818092;USF MANOEL BEZERRA;CENTRO DE SAUDE/UNIDADE BASICA;0001600796;ESF MANOEL BEZERRA III;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;24;13;10;8;16;0;1.225;28;43,75
7120729;USF TEREZA ROSAS;CENTRO DE SAUDE/UNIDADE BASICA;0000006246;ESF TEREZA ROSAS;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;27;19;4;16;11;1;1.385;30;46,17
7565534;USF LUANA FREITAS;CENTRO DE SAUDE/UNIDADE BASICA;0001547194;ESF LUANA FREITAS II;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;78;31;22;52;51;0;4.160;92;45,22
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005657;ESF VITORIA II;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;20;15;5;11;11;0;1.085;25;43,40
2306379;USF FRANCISCO CONSTANCIO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005932;ESF FRANCISCO CONSTANCIO;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;49;38;33;18;48;14;3.335;53;62,92
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0000006106;ESF CADEIA VELHA II;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;17;9;3;20;10;0;1.070;26;41,15
2003287;USF MARIANO GONZAGA;CENTRO DE SAUDE/UNIDADE BASICA;0001601008;ESF MARIANO GONZAGA II;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;58;37;31;51;23;0;3.545;67;52,91
2001713;USF DEUSIMAR PINHEIRO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002106019;EAP DEUSIMAR PINHEIRO;eAP;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;0;0;0;0;0;0;0;0;0,00
2003058;USF LUIZ GONZAGA I;CENTRO DE SAUDE/UNIDADE BASICA;0000005819;ESF LUIZ GONZAGA I;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;46;29;18;31;28;0;2.665;50;53,30
2000520;URAP FRANCISCO BACURAU VIEIRA NUNES;CENTRO DE SAUDE/UNIDADE BASICA;0001542346;USF ALBERT SAMPAIO - BACURAU;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;33;17;5;22;7;0;1.535;37;41,49
2000075;POLICLINICA BARRAL Y BARRAL;CENTRO DE SAUDE/UNIDADE BASICA;0002295105;EAP II - BARRAL Y BARRAL;eAP;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;1;1;0;0;1;0;70;1;70,00
2003198;URAP MARIA BARROSO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0001615769;ESF MARIA BARROSO III;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;32;21;17;25;25;1;2.100;35;60,00
3331806;USF RAIMUNDA DIONIZIO;CENTRO DE SAUDE/UNIDADE BASICA;0000006076;ESF RAIMUNDA DIONIZIO;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;83;43;25;65;67;3;5.030;100;50,30
2003058;USF LUIZ GONZAGA I;CENTRO DE SAUDE/UNIDADE BASICA;0001601016;ESF LUIZ GONZAGA II;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;26;16;16;19;12;0;1.560;29;53,79
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0002058529;ESF BAIXADA DA HABITASA;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;34;20;7;28;23;0;1.990;47;42,34
3331881;USF FRANCISCO CAETANO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000006114;ESF FRANCISCO CAETANO;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;47;24;15;41;23;0;2.690;57;47,19
9908382;USF AEROPORTO VELHO;CENTRO DE SAUDE/UNIDADE BASICA;0001690280;USF AEROPORTO VELHO;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;43;23;10;26;42;1;2.520;57;44,21
2003198;URAP MARIA BARROSO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005843;ESF MARIA BARROSO I;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;39;23;13;37;29;0;2.495;56;44,55
3015556;USF MARIA DA CONCEICAO;CENTRO DE SAUDE/UNIDADE BASICA;0000006017;ESF MARIA DA CONCEICAO;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;61;37;25;34;39;1;3.430;70;49,00
3331776;USF DR RAIMUNDO MOREIRA;CENTRO DE SAUDE/UNIDADE BASICA;0002151855;ESF RAIMUNDO MOREIRA II;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;58;39;23;44;41;0;3.585;71;50,49
2000830;URAP AUGUSTO HIDALGO DE LIMA;CENTRO DE SAUDE/UNIDADE BASICA;0000005606;ESF AUGUSTO HIDALGO DE LIMA;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;31;24;5;17;15;2;1.650;33;50,00
3015548;USF PLATILDE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000005967;ESF PLATILDE OLIVEIRA II;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;40;35;39;15;26;0;2.600;55;47,27
7565534;USF LUANA FREITAS;CENTRO DE SAUDE/UNIDADE BASICA;0001547208;ESF LUANA FREITAS I;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;64;30;11;24;42;0;3.005;82;36,65
2000741;URAP ARY RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;0002106051;EAP ARY RODRIGUES;eAP;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;1;1;0;0;1;0;70;1;70,00
3331792;USF MARIA VERONICA;CENTRO DE SAUDE/UNIDADE BASICA;0001467921;ESF MARIA VERONICA II;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;37;29;3;30;25;0;2.195;43;51,05
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005851;ESF VITORIA III;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;45;20;7;57;32;0;2.925;64;45,70
2000490;URAP FRANCISCO RONEY RODRIGUES MEIRELES;CENTRO DE SAUDE/UNIDADE BASICA;0000005576;USF FCO RONEY MEIRELES;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;127;66;43;124;55;2;7.510;156;48,14
7818092;USF MANOEL BEZERRA;CENTRO DE SAUDE/UNIDADE BASICA;0001590715;ESF MANOEL BEZERRA I;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;25;12;10;12;15;0;1.295;34;38,09
3054926;USF JOSE ADRIANO;CENTRO DE SAUDE/UNIDADE BASICA;0000006025;ESF JOSE ADRIANO;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;24;19;9;21;8;0;1.440;29;49,66
3015548;USF PLATILDE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000006009;ESF PLATILDE OLIVEIRA I;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;20;18;20;10;18;0;1.440;25;57,60
2001845;USF BELO JARDIM I;CENTRO DE SAUDE/UNIDADE BASICA;0000005711;ESF BELO JARDIM I;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;48;37;29;32;33;0;3.085;52;59,33
2003015;USF JOSE GOMES DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000005797;ESF JOSE GOMES;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;38;25;10;41;25;0;2.480;51;48,63
7799632;URAP VALDEISA VALDEZ;CENTRO DE SAUDE/UNIDADE BASICA;0002233320;EAP VALDEISA VALDEZ;eAP;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;0;0;0;0;0;0;0;0;0,00
2003171;USF MARIA AUREA VILELA;CENTRO DE SAUDE/UNIDADE BASICA;0000005835;ESF CADEIA VELHA I;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;24;12;6;27;12;0;1.470;36;40,83
2001810;USF MARIA DE JESUS;CENTRO DE SAUDE/UNIDADE BASICA;0001547216;ESF MARIA DE JESUS I;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;22;18;18;18;19;0;1.625;24;67,71
2001713;USF DEUSIMAR PINHEIRO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0002148609;ESF DEUSIMAR PINHEIRO II;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;32;20;9;43;20;0;2.235;45;49,67
2001829;USF BENFICA;CENTRO DE SAUDE/UNIDADE BASICA;0000005681;ESF BENFICA I;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;13;6;3;6;7;1;635;17;37,35
3331946;USF MARIA SEBASTIANA;CENTRO DE SAUDE/UNIDADE BASICA;0000006130;ESF MARIA SEBASTIANA;eSF;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;71;46;22;50;58;1;4.325;85;50,88
2001306;URAP DRA CLAUDIA VITORINO;CENTRO DE SAUDE/UNIDADE BASICA;0002105993;EAP CLAUDIA VITORINO;eAP;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;1;1;0;2;1;0;90;2;45,00
2000520;URAP FRANCISCO BACURAU VIEIRA NUNES;CENTRO DE SAUDE/UNIDADE BASICA;0002106043;EAP FRANCISCO BACURAU;eAP;Rio Branco;Baixo Acre;Setembro;Cuidado da pessoa com Diabetes;0;0;0;0;0;0;0;0;0,00
2000490;URAP FRANCISCO RONEY RODRIGUES MEIRELES;CENTRO DE SAUDE/UNIDADE BASICA;0002106108;EAP RONEY MEIRELES;eAP;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;0;0;0;0;0;0;0;0;0,00
2000814;USF FRANCISCO EDUARDO DE PAIVA;CENTRO DE SAUDE/UNIDADE BASICA;0002372789;ESF FRANCISCO EDUARDO II;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;10;6;1;0;5;0;380;10;38,00
2000482;URAP VILA IVONETE;CENTRO DE SAUDE/UNIDADE BASICA;0002108925;EAP II VILA IVONETE;eAP;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;0;0;0;0;0;0;0;0;0,00
7799632;URAP VALDEISA VALDEZ;CENTRO DE SAUDE/UNIDADE BASICA;0001585029;ESF VALDEISA VALDEZ I;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;11;6;4;0;5;0;445;11;40,45
2000512;URAP EDUARDO ASSMAR;CENTRO DE SAUDE/UNIDADE BASICA;0002108887;EAP EDUARDO ASSMAR;eAP;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;0;0;0;0;0;0;0;0;0,00
4646770;USF SAO FRANCISCO;CENTRO DE SAUDE/UNIDADE BASICA;0000005509;ESF SAO FRANCISCO;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;103;48;25;84;65;2;5.840;140;41,71
2003252;USF RECANTO DOS BURITIS;CENTRO DE SAUDE/UNIDADE BASICA;0000005908;ESF RECANTO DOS BURITIS I;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;37;25;8;22;23;1;2.035;38;53,55
2000741;URAP ARY RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;0002223767;EAP II ARY RODRIGUES;eAP;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;0;0;0;0;0;0;0;0;0,00
2000814;USF FRANCISCO EDUARDO DE PAIVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005592;ESF FRANCISCO EDUARDO;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;35;26;9;24;13;0;1.900;41;46,34
2000415;URAP SAO FRANCISCO;CENTRO DE SAUDE/UNIDADE BASICA;0002108895;EAP SAO FRANCISCO I;eAP;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;0;0;0;0;0;0;0;0;0,00
7110065;USF GENTIL PERDOMO DA ROCHA;CENTRO DE SAUDE/UNIDADE BASICA;0000006203;ESF ESPERANCA II;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;24;8;4;7;4;0;860;27;31,85
2003252;USF RECANTO DOS BURITIS;CENTRO DE SAUDE/UNIDADE BASICA;0000005991;ESF RECANTO DOS BURITIS II;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;21;15;4;11;10;1;1.090;25;43,60
2003228;USF ANTENOR RAMOS I;CENTRO DE SAUDE/UNIDADE BASICA;0000005975;ESF ANTENOR RAMOS II;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;34;16;4;48;19;0;2.225;49;45,41
7799632;URAP VALDEISA VALDEZ;CENTRO DE SAUDE/UNIDADE BASICA;0001585037;ESF VALDEISA VALDEZ II;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;11;9;5;4;5;0;585;12;48,75
2001853;USF NADEZIR DA SILVA DE LIMA;CENTRO DE SAUDE/UNIDADE BASICA;0000005738;ESF VILA DA AMIZADE;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;69;50;21;75;32;1;4.440;79;56,20
2001012;USF MOCINHA MAGALHAES;CENTRO DE SAUDE/UNIDADE BASICA;0000005614;ESF MOCINHA MAGALHAES;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;57;38;9;44;36;5;3.340;64;52,19
7110065;USF GENTIL PERDOMO DA ROCHA;CENTRO DE SAUDE/UNIDADE BASICA;0001544721;ESF ESPERANCA III;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;20;12;5;14;10;0;1.085;27;40,19
2000512;URAP EDUARDO ASSMAR;CENTRO DE SAUDE/UNIDADE BASICA;0002172704;ESF EDUARDO ASSMAR;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;0;0;0;0;0;0;0;0;0,00
3331776;USF DR RAIMUNDO MOREIRA;CENTRO DE SAUDE/UNIDADE BASICA;0000006033;ESF DR RAIMUNDO MOREIRA;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;51;34;17;48;32;0;3.225;64;50,39
3015513;USF FRANCISCA BARBOSA GUERRA;CENTRO DE SAUDE/UNIDADE BASICA;0000005983;ESF FRANCISCA BARBOSA GUERRA;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;22;17;4;26;12;0;1.455;27;53,89
3752259;USF NIMEO INSFRAN MARTINEZ;CENTRO DE SAUDE/UNIDADE BASICA;0000006157;ESF NIMEO INSFRAN MARTINEZ;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;75;56;55;30;47;0;4.470;90;49,67
2003198;URAP MARIA BARROSO DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;0000005584;ESF MARIA BARROSO II;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;49;30;14;37;34;10;3.040;57;53,33
2003031;USF VITORIA;CENTRO DE SAUDE/UNIDADE BASICA;0000005800;ESF VITORIA I;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;63;48;20;55;44;0;4.040;71;56,90
2000830;URAP AUGUSTO HIDALGO DE LIMA;CENTRO DE SAUDE/UNIDADE BASICA;0002233355;EAP AUGUSTO HIDALGO DE LIMA I;eAP;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;0;0;0;0;0;0;0;0;0,00
3015548;USF PLATILDE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;0001565117;ESF PLATILDE OLIVEIRA III;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;83;75;78;51;56;0;5.815;96;60,57
2001810;USF MARIA DE JESUS;CENTRO DE SAUDE/UNIDADE BASICA;0000005886;ESF MARIA DE JESUS II;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;78;67;76;73;76;14;6.515;82;79,45
4662296;USF IVACIRENE LOURENCO DO CARMO;CENTRO DE SAUDE/UNIDADE BASICA;0002460629;ESF IVACIRENE LOURENCO;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;49;46;32;21;32;0;3.050;54;56,48
2003287;USF MARIANO GONZAGA;CENTRO DE SAUDE/UNIDADE BASICA;0000005924;ESF MARIANO GONZAGA I;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;43;29;24;30;22;0;2.585;50;51,70
0117382;USF LIDIA RODRIGUES;CENTRO DE SAUDE/UNIDADE BASICA;0001717138;USF LIDIA RODRIGUES;eSF;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;47;39;10;39;29;0;2.890;54;53,52
2000482;URAP VILA IVONETE;CENTRO DE SAUDE/UNIDADE BASICA;0002106094;EAP I VILA IVONETE;eAP;Rio Branco;Baixo Acre;Outubro;Cuidado da pessoa com Diabetes;0;0;0;0;0;0;0;0;0,00
