CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;MUNICÍPIO;REGIÃO DE SAÚDE;Distrito;OSS;COMPETÊNCIA;INDICADOR;TER REALIZADO A PRIMEIRA CONSULTA DE PRÉ-NATAL ATÉ 12 SEMANAS DE GESTAÇÃO;TER REALIZADO PELO MENOS 07 CONSULTAS DURANTE O PERÍODO DE GESTAÇÃO PARA VALORIZAR O DIAGNÓSTICO E ACOLHIMENTO OPORTUNO;TER REALIZADO PELO MENOS 07 REGISTROS DE PRESSÃO ARTERIAL DURANTE O PERÍODO DA GESTAÇÃO;TER REALIZADO PELO MENOS 07 REGISTROS SIMULTÂNEOS DE PESO E ALTURA DURANTE O PERÍODO DA GESTAÇÃO;TER REGISTRO DE PELO MENOS 03 VISITAS DOMICILIARES DO ACS/TACS, APÓS A PRIMEIRA CONSULTA DO PRÉ-NATAL;TER REGISTRO DE UMA DOSE DE DTPA A PARTIR DA 20ª SEMANA DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS, HIV E HEPATITES B E C REALIZADOS NO PRIMEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS E HIV REALIZADOS NO TERCEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DE PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O) REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 VISITA DOMICILIAR POR ACS/TACS REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 AVALIAÇÃO ODONTOLÓGICA REALIZADA DURANTE O PERÍODO DA GESTAÇÃO POR PROFISSIONAL CIRURGIÃ(ÃO) DENTISTA OU TÉCNICA(O) EM SAÚDE BUCAL OU AUXILIAR DE SAÚDE BUCA;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;NÚMERO TOTAL DE GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;PONTUAÇÃO
2789183;UBS VILA PIRITUBA;CENTRO DE SAUDE/UNIDADE BASICA;363952;PIRITUBA - EQ01;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;19;14;15;6;18;15;13;13;7;3;16;1270;23;55,22
2787725;UBS JARDIM ROBRU MESSIAS JOSE DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;359467;FLANBOIANT V;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;13;1;4;0;8;14;0;1;5;2;18;607;22;27,59
2787261;UBS JARDIM CIDADE PIRITUBA;CENTRO DE SAUDE/UNIDADE BASICA;358134;JD CIDADE - EQ1;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;18;10;13;9;15;8;8;6;4;4;11;972;23;42,26
2788403;UBS PARQUE RESIDENCIAL COCAIA INDEPENDENTE;CENTRO DE SAUDE/UNIDADE BASICA;361771;PQ. RES. COCAIA IX;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;20;10;10;7;6;15;7;0;3;1;19;902;22;41
2788020;UBS FAZENDA DA JUTA II;CENTRO DE SAUDE/UNIDADE BASICA;360449;4265 - LARANJA;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;15;9;10;8;14;8;9;7;4;5;13;933;17;54,88
2789183;UBS VILA PIRITUBA;CENTRO DE SAUDE/UNIDADE BASICA;1663542;PIRITUBA - EQ. 07 - ROSA;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;21;15;15;13;18;12;19;6;3;2;17;1290;22;58,64
6564410;UBS PARAISOPOLIS III;CENTRO DE SAUDE/UNIDADE BASICA;369276;PARAISOPOLIS III - VERMELHO;eSF;SÃO PAULO;Capital;Vila andrade;Einstein;Março;Gestantes e puérperas;10;2;2;2;1;5;6;0;2;0;11;379;11;34,45
2788012;UBS CONJUNTO DO IPESP;CENTRO DE SAUDE/UNIDADE BASICA;2267306;EAPIPESP01;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;0;0;0;0;0;1;0;0;0;0;1;36;1;36
2787520;AMA UBS JARDIM JOAMAR;CENTRO DE SAUDE/UNIDADE BASICA;2266458;EAPJOAMAR01;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;5;1;0;0;0;1;1;0;0;0;4;203;5;40,6
3452689;UBS CAMPO GRANDE;CENTRO DE SAUDE/UNIDADE BASICA;2265125;EAP - UBS CAMPO GRANDE 2;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4050118;UBS JARDIM THOMAS;CENTRO DE SAUDE/UNIDADE BASICA;367095;J THOMAS 6;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;12;5;6;4;2;9;1;2;0;3;12;516;15;34,4
2787261;UBS JARDIM CIDADE PIRITUBA;CENTRO DE SAUDE/UNIDADE BASICA;358142;JD CIDADE - EQ3;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;23;14;14;13;14;17;10;10;6;5;18;1319;26;50,73
7136617;UBS VILA CANAA;CENTRO DE SAUDE/UNIDADE BASICA;1684019;EQUIPE VERDE;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;28;16;20;16;26;17;17;6;4;4;24;1630;29;56,21
2787725;UBS JARDIM ROBRU MESSIAS JOSE DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;359475;FLANBOIANT II;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;14;2;5;2;13;17;2;1;3;9;21;815;25;32,6
2787067;UBS GAIVOTAS;CENTRO DE SAUDE/UNIDADE BASICA;357294;BETA;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;42;25;25;19;21;31;19;15;16;7;37;2355;51;46,18
2789183;UBS VILA PIRITUBA;CENTRO DE SAUDE/UNIDADE BASICA;363960;PIRITUBA - EQ3;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;20;12;12;9;18;12;10;3;3;2;12;1037;23;45,09
2788624;UBS SANTA LUZIA;CENTRO DE SAUDE/UNIDADE BASICA;362638;EQUIPE 1 / STA LUZIA;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;11;3;8;7;10;15;2;5;3;4;6;677;28;24,18
3002926;UBS PREFEITO CELSO AUGUSTO DANIEL;CENTRO DE SAUDE/UNIDADE BASICA;364819;EQUIPE 3 / CELSO DANIEL;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;9;0;2;1;7;9;1;5;3;0;11;441;16;27,56
2788039;UBS LARANJEIRAS;CENTRO DE SAUDE/UNIDADE BASICA;360457;LARANJEIRAS 1;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;33;14;6;15;9;17;19;1;5;4;16;1284;37;34,7
2788314;UBS PARQUE DO ENGENHO II;CENTRO DE SAUDE/UNIDADE BASICA;361305;ENGENHO - LILAS;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;25;14;15;14;24;17;15;11;7;6;26;1591;29;54,86
6564410;UBS PARAISOPOLIS III;CENTRO DE SAUDE/UNIDADE BASICA;369284;PARAISOPOLIS III - AMARELO;eSF;SÃO PAULO;Capital;Vila andrade;Einstein;Março;Gestantes e puérperas;5;1;1;1;0;2;2;0;0;0;5;158;5;31,6
2752298;UBS JARDIM TIETE II;CENTRO DE SAUDE/UNIDADE BASICA;1660063;EQUIPE 2 - ROSA;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;11;3;0;2;6;11;2;1;1;1;11;452;14;32,29
3452689;UBS CAMPO GRANDE;CENTRO DE SAUDE/UNIDADE BASICA;2265117;EAP - UBS CAMPO GRANDE 1;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2057271;UBS JARDIM CAMARGO NOVO;CENTRO DE SAUDE/UNIDADE BASICA;2262088;AMARELO;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;1;0;0;0;0;0;0;0;0;0;1;37;1;37
9059369;UBS JARDIM ORION GUANHEMBU;CENTRO DE SAUDE/UNIDADE BASICA;1611178;ORION VI;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;8;4;4;4;8;7;4;0;2;2;8;467;13;35,92
2788039;UBS LARANJEIRAS;CENTRO DE SAUDE/UNIDADE BASICA;360465;LARANJEIRAS 5;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;15;5;2;3;6;6;5;0;1;1;7;474;18;26,33
2787725;UBS JARDIM ROBRU MESSIAS JOSE DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;359483;FLANBOIANT III;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;13;1;4;5;9;14;2;1;7;4;18;715;25;28,6
2752298;UBS JARDIM TIETE II;CENTRO DE SAUDE/UNIDADE BASICA;1660055;EQUIPE 1 - AZUL;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;16;3;0;4;13;6;2;1;4;3;13;601;21;28,62
3002926;UBS PREFEITO CELSO AUGUSTO DANIEL;CENTRO DE SAUDE/UNIDADE BASICA;364827;EQUIPE 4 / CELSO DANIEL;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;6;2;2;3;2;8;2;2;1;0;11;357;12;29,75
2787830;UBS JARDIM SECKLER;CENTRO DE SAUDE/UNIDADE BASICA;1661388;4535 - EQUIPE ROSA;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;41;20;26;17;29;18;18;7;12;3;31;2039;45;45,31
2788624;UBS SANTA LUZIA;CENTRO DE SAUDE/UNIDADE BASICA;362646;EQUIPE 2 / STA LUZIA;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;10;3;1;0;10;12;3;2;1;5;8;505;20;25,25
2789183;UBS VILA PIRITUBA;CENTRO DE SAUDE/UNIDADE BASICA;363979;PIRITUBA - EQ04;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;44;25;28;23;41;28;25;4;11;7;34;2474;49;50,49
2787261;UBS JARDIM CIDADE PIRITUBA;CENTRO DE SAUDE/UNIDADE BASICA;358150;JD CIDADE - EQ4;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;15;11;12;8;13;10;8;5;3;3;12;915;18;50,83
2787563;UBS JARDIM LIDIA;CENTRO DE SAUDE/UNIDADE BASICA;359009;LIDIA - ROSA;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;24;14;17;3;16;12;13;9;5;6;19;1266;26;48,69
6332498;UBS NOVA AMERICA;CENTRO DE SAUDE/UNIDADE BASICA;1611143;NOVA AMERICA II;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;11;7;7;5;6;8;2;1;4;1;12;587;16;36,69
2789248;UBS VILA ROMANA;CENTRO DE SAUDE/UNIDADE BASICA;2269503;EAP 1 AMARELA ROMANA;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;1;0;0;0;0;0;0;0;0;0;1;37;1;37
9624988;UBS VILA EMA DR FUAD KASSAB;CENTRO DE SAUDE/UNIDADE BASICA;1676415;EQUIPE 05;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;25;14;18;17;19;16;15;8;4;2;24;1483;26;57,04
6564410;UBS PARAISOPOLIS III;CENTRO DE SAUDE/UNIDADE BASICA;369292;PARAISOPOLIS III - AZUL;eSF;SÃO PAULO;Capital;Vila andrade;Einstein;Março;Gestantes e puérperas;3;1;1;2;0;3;2;1;1;1;3;165;3;55
2788012;UBS CONJUNTO DO IPESP;CENTRO DE SAUDE/UNIDADE BASICA;2267322;EAPIPESP03;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;2;2;2;0;0;1;0;1;1;0;1;128;2;64
2788314;UBS PARQUE DO ENGENHO II;CENTRO DE SAUDE/UNIDADE BASICA;361321;ENGENHO - VERMELHA;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;30;15;20;17;20;17;23;14;9;5;24;1776;32;55,5
4049985;AMA UBS WAMBERTO DIAS DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;2267330;EAPWAMBERTO01;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;2;2;2;2;0;2;1;0;1;0;1;155;2;77,5
2788624;UBS SANTA LUZIA;CENTRO DE SAUDE/UNIDADE BASICA;362654;EQUIPE 3 / STA LUZIA;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;9;0;3;1;5;16;3;8;2;2;3;477;27;17,67
2787563;UBS JARDIM LIDIA;CENTRO DE SAUDE/UNIDADE BASICA;359017;LIDIA - AMARELO;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;30;22;23;20;24;23;19;16;13;6;25;2019;30;67,3
2788039;UBS LARANJEIRAS;CENTRO DE SAUDE/UNIDADE BASICA;360473;LARANJEIRAS 4;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;28;11;2;6;9;3;11;3;2;3;9;811;30;27,03
2787288;UBS JARDIM COIMBRA;CENTRO DE SAUDE/UNIDADE BASICA;358169;J COIMBRA 5;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;20;11;12;11;12;9;11;10;7;2;16;1109;21;52,81
2789086;UBS VILA MORAES JOAO PAULO BOTELHO VIEIRA;CENTRO DE SAUDE/UNIDADE BASICA;1663577;4701 - ROUXINOL;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;44;18;23;16;19;25;27;2;8;5;33;2024;48;42,17
2789183;UBS VILA PIRITUBA;CENTRO DE SAUDE/UNIDADE BASICA;363987;PIRITUBA - EQ5;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;28;9;12;10;25;17;19;10;4;4;20;1450;33;43,94
3002926;UBS PREFEITO CELSO AUGUSTO DANIEL;CENTRO DE SAUDE/UNIDADE BASICA;364835;EQUIPE 5 / CELSO DANIEL;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;9;1;4;5;15;18;2;6;5;0;20;774;29;26,69
2787725;UBS JARDIM ROBRU MESSIAS JOSE DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;359491;FLANBOIANT I;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;12;2;3;4;9;13;0;1;2;3;15;588;20;29,4
9059369;UBS JARDIM ORION GUANHEMBU;CENTRO DE SAUDE/UNIDADE BASICA;1611151;ORION V;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;21;10;16;11;18;14;1;3;6;7;23;1191;29;41,07
2788012;UBS CONJUNTO DO IPESP;CENTRO DE SAUDE/UNIDADE BASICA;2267314;EAPIPESP02;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;2;1;1;1;0;2;0;1;1;0;1;128;2;64
2787520;AMA UBS JARDIM JOAMAR;CENTRO DE SAUDE/UNIDADE BASICA;2266466;EAPJOAMAR02;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;2;0;0;0;0;0;0;1;0;0;0;65;2;32,5
3452689;UBS CAMPO GRANDE;CENTRO DE SAUDE/UNIDADE BASICA;2265133;EAP - UBS CAMPO GRANDE 3;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9624988;UBS VILA EMA DR FUAD KASSAB;CENTRO DE SAUDE/UNIDADE BASICA;1676407;EQUIPE 04;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;14;8;8;8;10;5;6;5;3;2;12;743;16;46,44
2789205;AMA UBS VILA PREL ANTONIO BERNARDES DE OLIVEIRA;CENTRO DE SAUDE/UNIDADE BASICA;363995;VILA PREL 04 - AMARELO;eSF;SÃO PAULO;Capital;Campo Limpo;Einstein;Março;Gestantes e puérperas;20;6;7;6;9;12;16;2;5;3;21;983;23;42,74
2788977;UBS VILA IMPERIO DRA GILDA TERA TAHIRA;CENTRO DE SAUDE/UNIDADE BASICA;363510;IMPERIO 5;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;12;3;2;2;2;13;2;0;1;0;5;390;21;18,57
3452689;UBS CAMPO GRANDE;CENTRO DE SAUDE/UNIDADE BASICA;2265141;EAP - UBS CAMPO GRANDE 4;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
7136617;UBS VILA CANAA;CENTRO DE SAUDE/UNIDADE BASICA;1684027;EQUIPE AMARELA;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;18;6;7;6;12;5;11;4;3;2;11;783;19;41,21
2787288;UBS JARDIM COIMBRA;CENTRO DE SAUDE/UNIDADE BASICA;358177;J COIMBRA 3;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;32;16;19;15;21;20;21;12;6;6;25;1769;35;50,54
2788039;UBS LARANJEIRAS;CENTRO DE SAUDE/UNIDADE BASICA;360481;LARANJEIRAS 2;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;19;17;8;12;13;15;9;2;7;5;9;1063;25;42,52
2788632;UBS VILA SANTA MARIA;CENTRO DE SAUDE/UNIDADE BASICA;362662;083-EQUIPE G;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;13;2;2;1;11;11;6;4;2;0;13;598;16;37,38
2787563;UBS JARDIM LIDIA;CENTRO DE SAUDE/UNIDADE BASICA;359025;LIDIA - AZUL CELESTE;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;13;8;9;4;8;5;8;6;2;0;8;652;13;50,15
2789086;UBS VILA MORAES JOAO PAULO BOTELHO VIEIRA;CENTRO DE SAUDE/UNIDADE BASICA;1663585;4702 - FENIX;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;31;18;21;16;23;20;21;2;7;4;29;1759;34;51,74
2787881;AMA UBS JARDIM TIETE I OSCAR PEREIRA DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;360007;EQUIPE 4 - AMARELA;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;27;8;13;12;16;18;6;4;7;3;26;1287;30;42,9
4049985;AMA UBS WAMBERTO DIAS DA COSTA;CENTRO DE SAUDE/UNIDADE BASICA;2267349;EAPWAMBERTO02;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;2;0;0;0;0;1;0;0;0;0;2;83;2;41,5
2751828;UBS VILA JOANIZA JOAO YUNES;CENTRO DE SAUDE/UNIDADE BASICA;2265168;EAP - VILA JOANIZA 1;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;2;2;1;0;0;3;0;1;0;0;3;164;3;54,67
9986898;UBS ELISA MARIA II DR CAMILO CRISTOFARO MARTINS;CENTRO DE SAUDE/UNIDADE BASICA;2259729;EQUIPE 2;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;29;19;20;16;25;19;6;9;5;6;17;1568;34;46,12
2787008;UBS DOMINGOS MANTELLI;CENTRO DE SAUDE/UNIDADE BASICA;2266016;LILAS;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;8;3;3;3;0;3;2;3;2;0;3;440;9;48,89
3002543;UBS JARDIM PARANAPANEMA;CENTRO DE SAUDE/UNIDADE BASICA;1505505;J PARANAPANEMA 6;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;29;16;16;13;18;17;21;8;5;4;27;1595;31;51,45
2787288;UBS JARDIM COIMBRA;CENTRO DE SAUDE/UNIDADE BASICA;358185;J COIMBRA 2;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;27;8;12;6;17;10;16;6;3;3;20;1179;29;40,66
2787881;AMA UBS JARDIM TIETE I OSCAR PEREIRA DA SILVA;CENTRO DE SAUDE/UNIDADE BASICA;360015;EQUIPE 1 - ROSA;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;18;11;10;9;12;10;6;3;6;2;19;972;23;42,26
2788632;UBS VILA SANTA MARIA;CENTRO DE SAUDE/UNIDADE BASICA;362670;080-EQUIPE B;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;22;8;13;9;20;10;13;4;4;2;10;1057;28;37,75
3004341;UBS SANTO ESTEVAO;CENTRO DE SAUDE/UNIDADE BASICA;364851;EQUIPE 4;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;6;0;4;5;2;14;0;6;1;3;3;402;20;20,1
2788403;UBS PARQUE RESIDENCIAL COCAIA INDEPENDENTE;CENTRO DE SAUDE/UNIDADE BASICA;1611119;PQ.RES.COCAIA XIV;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;19;6;8;7;6;14;3;0;1;1;9;685;25;27,4
2788314;UBS PARQUE DO ENGENHO II;CENTRO DE SAUDE/UNIDADE BASICA;361348;ENGENHO - AZUL;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;34;21;23;17;27;20;25;14;7;5;29;2032;39;52,1
2766019;UBS PRIMEIRO DE OUTUBRO;CENTRO DE SAUDE/UNIDADE BASICA;355917;EQ. 5 / PRIMEIRO DE OUTUBRO;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;9;0;1;0;4;7;1;1;1;1;5;279;16;17,44
2786885;UBS CHACARA INGLESA;CENTRO DE SAUDE/UNIDADE BASICA;2266008;TURQUESA;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9624988;UBS VILA EMA DR FUAD KASSAB;CENTRO DE SAUDE/UNIDADE BASICA;1676423;EQUIPE 06;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;13;9;9;8;6;8;9;5;0;2;12;742;14;53
2787938;UBS JARDIM VERA CRUZ PERDIZES;CENTRO DE SAUDE/UNIDADE BASICA;2269511;EAP 1 AMARELA JD VERA CRUZ;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2788489;UBS RECANTO VERDE DO SOL;CENTRO DE SAUDE/UNIDADE BASICA;362204;ROSA IV;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;42;15;13;12;31;26;8;1;9;5;43;1887;53;35,6
2788314;UBS PARQUE DO ENGENHO II;CENTRO DE SAUDE/UNIDADE BASICA;361356;ENGENHO - VERDE;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;27;17;19;18;25;19;21;10;8;7;25;1791;31;57,77
3661660;UBS INACIO MONTEIRO;CENTRO DE SAUDE/UNIDADE BASICA;365718;EQUIPE V;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;10;1;1;1;5;5;2;2;2;0;10;361;16;22,56
2788977;UBS VILA IMPERIO DRA GILDA TERA TAHIRA;CENTRO DE SAUDE/UNIDADE BASICA;363537;IMPERIO 3;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;13;5;0;0;1;9;7;0;3;1;4;400;19;21,05
2787288;UBS JARDIM COIMBRA;CENTRO DE SAUDE/UNIDADE BASICA;358193;J COIMBRA 7;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;16;11;11;10;13;11;10;1;6;3;18;1006;20;50,3
9788409;UBS ANCHIETA;CENTRO DE SAUDE/UNIDADE BASICA;359041;ANCHIETA I;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;30;12;15;10;20;11;7;2;7;8;17;1281;32;40,03
2788632;UBS VILA SANTA MARIA;CENTRO DE SAUDE/UNIDADE BASICA;362689;079-EQUIPE D;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;11;2;6;2;5;6;6;2;2;2;7;470;12;39,17
2766019;UBS PRIMEIRO DE OUTUBRO;CENTRO DE SAUDE/UNIDADE BASICA;355925;EQ. 7 / PRIMEIRO DE OUTUBRO;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;7;1;6;6;7;11;3;7;2;1;8;538;22;24,45
9986898;UBS ELISA MARIA II DR CAMILO CRISTOFARO MARTINS;CENTRO DE SAUDE/UNIDADE BASICA;2259745;EQUIPE 4;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;16;7;8;6;5;9;6;5;4;1;9;700;18;38,89
2787938;UBS JARDIM VERA CRUZ PERDIZES;CENTRO DE SAUDE/UNIDADE BASICA;2269546;EAP 3 VERDE JD VERA CRUZ;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2788713;UBS VILA ARAPUA NELSON MORAES;CENTRO DE SAUDE/UNIDADE BASICA;2268698;4982 - EQUIPE 02 - AMARELA;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;15;9;9;1;8;9;8;4;3;0;13;726;16;45,38
2068109;UBS VILA LEONOR;CENTRO DE SAUDE/UNIDADE BASICA;2267365;EAP LEONOR;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;1;0;1;0;0;1;0;0;0;0;0;64;2;32
2788403;UBS PARQUE RESIDENCIAL COCAIA INDEPENDENTE;CENTRO DE SAUDE/UNIDADE BASICA;1611100;PQ.RES.COCAIA XIII;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;14;5;8;7;5;10;4;0;3;2;13;653;18;36,28
2788632;UBS VILA SANTA MARIA;CENTRO DE SAUDE/UNIDADE BASICA;362697;078-EQUIPE C;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;14;3;6;1;11;11;6;5;0;1;3;563;15;37,53
2788950;UBS VILA GUILHERME;CENTRO DE SAUDE/UNIDADE BASICA;2267373;EAP GUILHERME I;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;2;0;0;0;0;0;0;0;0;0;0;56;2;28
2788489;UBS RECANTO VERDE DO SOL;CENTRO DE SAUDE/UNIDADE BASICA;362212;ROSA II;eSF;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;34;13;11;9;26;20;0;3;11;5;36;1546;40;38,65
2789167;AMA UBS VILA PEREIRA BARRETO;CENTRO DE SAUDE/UNIDADE BASICA;2266040;CRISTAL;eAP;SÃO PAULO;Capital;Outros;Outra;Março;Gestantes e puérperas;0;0;0;0;0;0;0;0;0;0;0;0;0;0
